기간,공장,공정코드,총_양품수량,총_생산수량,목표_총_생산량,양품수_기준_달성률(%),일일_목표량,운영일수
2026-02-06,A관(1공장),[45] 하이드레이션/전면검사,86342.0,86342.0,128650.0,67.11,128650.0,1
2026-02-06,A관(1공장),[80] 누수/규격검사,77512.0,80311.0,130418.0,59.43,130418.0,1
2026-02-06,C관(2공장),[10] 사출조립,785916.0,828620.0,857916.0,91.61,857916.0,1
2026-02-06,C관(2공장),[20] 분리,986739.0,1132070.0,857916.0,115.02,857916.0,1
2026-02-06,C관(2공장),[45] 하이드레이션/전면검사,729670.0,736029.0,751960.0,97.04,751960.0,1
2026-02-06,C관(2공장),[80] 누수/규격검사,781020.0,787017.0,749647.0,104.19,749647.0,1
2026-02-06,S관(3공장),[10] 사출조립,193759.0,202821.0,276481.0,70.08,276481.0,1
2026-02-06,S관(3공장),[20] 분리,246517.0,291340.0,276481.0,89.16,276481.0,1
2026-02-06,S관(3공장),[45] 하이드레이션/전면검사,249579.0,250519.0,175567.0,142.16,175567.0,1
2026-02-06,S관(3공장),[80] 누수/규격검사,209185.0,211925.0,161023.0,129.91,161023.0,1
2026-02-07,A관(1공장),[10] 사출조립,311530.0,317765.0,214273.0,145.39,214273.0,1
2026-02-07,A관(1공장),[20] 분리,71873.0,87287.0,214273.0,33.54,214273.0,1
2026-02-07,A관(1공장),[45] 하이드레이션/전면검사,83849.0,83849.0,128650.0,65.18,128650.0,1
2026-02-07,A관(1공장),[80] 누수/규격검사,79463.0,81746.0,130418.0,60.93,130418.0,1
2026-02-07,C관(2공장),[10] 사출조립,790590.0,837009.0,857916.0,92.15,857916.0,1
2026-02-07,C관(2공장),[20] 분리,737313.0,862156.0,857916.0,85.94,857916.0,1
2026-02-07,C관(2공장),[45] 하이드레이션/전면검사,745725.0,752568.0,751960.0,99.17,751960.0,1
2026-02-07,C관(2공장),[80] 누수/규격검사,845625.0,851285.0,749647.0,112.8,749647.0,1
2026-02-07,S관(3공장),[10] 사출조립,221696.0,242977.0,276481.0,80.18,276481.0,1
2026-02-07,S관(3공장),[20] 분리,150154.0,179439.0,276481.0,54.31,276481.0,1
2026-02-07,S관(3공장),[45] 하이드레이션/전면검사,245499.0,246361.0,175567.0,139.83,175567.0,1
2026-02-07,S관(3공장),[80] 누수/규격검사,181810.0,182225.0,161023.0,112.91,161023.0,1
2026-02-08,A관(1공장),[10] 사출조립,343311.0,352424.0,214273.0,160.22,214273.0,1
2026-02-08,A관(1공장),[20] 분리,82747.0,99626.0,214273.0,38.62,214273.0,1
2026-02-08,A관(1공장),[45] 하이드레이션/전면검사,73431.0,73431.0,128650.0,57.08,128650.0,1
2026-02-08,A관(1공장),[80] 누수/규격검사,68691.0,70638.0,130418.0,52.67,130418.0,1
2026-02-08,C관(2공장),[10] 사출조립,919583.0,975161.0,857916.0,107.19,857916.0,1
2026-02-08,C관(2공장),[20] 분리,670536.0,777044.0,857916.0,78.16,857916.0,1
2026-02-08,C관(2공장),[45] 하이드레이션/전면검사,751975.0,759242.0,751960.0,100.0,751960.0,1
2026-02-08,C관(2공장),[80] 누수/규격검사,777000.0,782095.0,749647.0,103.65,749647.0,1
2026-02-08,S관(3공장),[10] 사출조립,221775.0,238098.0,276481.0,80.21,276481.0,1
2026-02-08,S관(3공장),[20] 분리,174485.0,202721.0,276481.0,63.11,276481.0,1
2026-02-08,S관(3공장),[45] 하이드레이션/전면검사,193361.0,194028.0,175567.0,110.14,175567.0,1
2026-02-08,S관(3공장),[80] 누수/규격검사,212975.0,214000.0,161023.0,132.26,161023.0,1
2026-02-09,A관(1공장),[10] 사출조립,299096.0,302747.0,214273.0,139.59,214273.0,1
2026-02-09,A관(1공장),[20] 분리,78227.0,92619.0,214273.0,36.51,214273.0,1
2026-02-09,A관(1공장),[45] 하이드레이션/전면검사,89437.0,89437.0,128650.0,69.52,128650.0,1
2026-02-09,A관(1공장),[80] 누수/규격검사,84926.0,88214.0,130418.0,65.12,130418.0,1
2026-02-09,C관(2공장),[10] 사출조립,897405.0,981416.0,857916.0,104.6,857916.0,1
2026-02-09,C관(2공장),[20] 분리,945685.0,1088069.0,857916.0,110.23,857916.0,1
2026-02-09,C관(2공장),[45] 하이드레이션/전면검사,995830.0,1004407.0,751960.0,132.43,751960.0,1
2026-02-09,C관(2공장),[80] 누수/규격검사,894190.0,897600.0,749647.0,119.28,749647.0,1
2026-02-09,S관(3공장),[10] 사출조립,144000.0,152467.0,276481.0,52.08,276481.0,1
2026-02-09,S관(3공장),[20] 분리,172335.0,199408.0,276481.0,62.33,276481.0,1
2026-02-09,S관(3공장),[45] 하이드레이션/전면검사,230742.0,231557.0,175567.0,131.43,175567.0,1
2026-02-09,S관(3공장),[80] 누수/규격검사,193930.0,194805.0,161023.0,120.44,161023.0,1
2026-02-10,A관(1공장),[10] 사출조립,357553.0,366998.0,214273.0,166.87,214273.0,1
2026-02-10,A관(1공장),[20] 분리,53399.0,68699.0,214273.0,24.92,214273.0,1
2026-02-10,A관(1공장),[45] 하이드레이션/전면검사,78675.0,78675.0,128650.0,61.15,128650.0,1
2026-02-10,A관(1공장),[80] 누수/규격검사,68667.0,71492.0,130418.0,52.65,130418.0,1
2026-02-10,C관(2공장),[10] 사출조립,791593.0,884165.0,857916.0,92.27,857916.0,1
2026-02-10,C관(2공장),[20] 분리,1018471.0,1186996.0,857916.0,118.71,857916.0,1
2026-02-10,C관(2공장),[45] 하이드레이션/전면검사,943460.0,944455.0,751960.0,125.47,751960.0,1
2026-02-10,C관(2공장),[80] 누수/규격검사,869980.0,874735.0,749647.0,116.05,749647.0,1
2026-02-10,S관(3공장),[10] 사출조립,159189.0,172042.0,276481.0,57.58,276481.0,1
2026-02-10,S관(3공장),[20] 분리,142285.0,167368.0,276481.0,51.46,276481.0,1
2026-02-10,S관(3공장),[45] 하이드레이션/전면검사,234483.0,235353.0,175567.0,133.56,175567.0,1
2026-02-10,S관(3공장),[80] 누수/규격검사,243655.0,245075.0,161023.0,151.32,161023.0,1
2026-02-11,A관(1공장),[10] 사출조립,290256.0,296990.0,214273.0,135.46,214273.0,1
2026-02-11,A관(1공장),[20] 분리,58280.0,73280.0,214273.0,27.2,214273.0,1
2026-02-11,A관(1공장),[45] 하이드레이션/전면검사,85536.0,85536.0,128650.0,66.49,128650.0,1
2026-02-11,A관(1공장),[80] 누수/규격검사,69287.0,72746.0,130418.0,53.13,130418.0,1
2026-02-11,C관(2공장),[10] 사출조립,846847.0,937375.0,857916.0,98.71,857916.0,1
2026-02-11,C관(2공장),[20] 분리,893985.0,1046306.0,857916.0,104.2,857916.0,1
2026-02-11,C관(2공장),[45] 하이드레이션/전면검사,839990.0,843411.0,751960.0,111.71,751960.0,1
2026-02-11,C관(2공장),[80] 누수/규격검사,878080.0,882495.0,749647.0,117.13,749647.0,1
2026-02-11,S관(3공장),[10] 사출조립,143330.0,151681.0,276481.0,51.84,276481.0,1
2026-02-11,S관(3공장),[20] 분리,174341.0,198781.0,276481.0,63.06,276481.0,1
2026-02-11,S관(3공장),[45] 하이드레이션/전면검사,203210.0,204358.0,175567.0,115.74,175567.0,1
2026-02-11,S관(3공장),[80] 누수/규격검사,241645.0,243245.0,161023.0,150.07,161023.0,1
2026-02-12,A관(1공장),[10] 사출조립,265493.0,269225.0,214273.0,123.9,214273.0,1
2026-02-12,A관(1공장),[20] 분리,63041.0,76370.0,214273.0,29.42,214273.0,1
2026-02-12,A관(1공장),[45] 하이드레이션/전면검사,63266.0,63266.0,128650.0,49.18,128650.0,1
2026-02-12,A관(1공장),[80] 누수/규격검사,70039.0,74240.0,130418.0,53.7,130418.0,1
2026-02-12,C관(2공장),[10] 사출조립,863592.0,931076.0,857916.0,100.66,857916.0,1
2026-02-12,C관(2공장),[20] 분리,940101.0,1082722.0,857916.0,109.58,857916.0,1
2026-02-12,C관(2공장),[45] 하이드레이션/전면검사,817425.0,818205.0,751960.0,108.71,751960.0,1
2026-02-12,C관(2공장),[80] 누수/규격검사,914155.0,922630.0,749647.0,121.94,749647.0,1
2026-02-12,S관(3공장),[10] 사출조립,188117.0,192216.0,276481.0,68.04,276481.0,1
2026-02-12,S관(3공장),[20] 분리,195381.0,223648.0,276481.0,70.67,276481.0,1
2026-02-12,S관(3공장),[45] 하이드레이션/전면검사,270162.0,270919.0,175567.0,153.88,175567.0,1
2026-02-12,S관(3공장),[80] 누수/규격검사,201000.0,201345.0,161023.0,124.83,161023.0,1
2026-02-13,A관(1공장),[10] 사출조립,302681.0,309431.0,214273.0,141.26,214273.0,1
2026-02-13,A관(1공장),[20] 분리,76427.0,91359.0,214273.0,35.67,214273.0,1
2026-02-13,A관(1공장),[45] 하이드레이션/전면검사,63477.0,63477.0,128650.0,49.34,128650.0,1
2026-02-13,A관(1공장),[80] 누수/규격검사,78196.0,81431.0,130418.0,59.96,130418.0,1
2026-02-13,C관(2공장),[10] 사출조립,762375.0,832566.0,857916.0,88.86,857916.0,1
2026-02-13,C관(2공장),[20] 분리,845725.0,980826.0,857916.0,98.58,857916.0,1
2026-02-13,C관(2공장),[45] 하이드레이션/전면검사,779075.0,782450.0,751960.0,103.61,751960.0,1
2026-02-13,C관(2공장),[80] 누수/규격검사,842030.0,847675.0,749647.0,112.32,749647.0,1
2026-02-13,S관(3공장),[10] 사출조립,194380.0,201663.0,276481.0,70.31,276481.0,1
2026-02-13,S관(3공장),[20] 분리,190134.0,214843.0,276481.0,68.77,276481.0,1
2026-02-13,S관(3공장),[45] 하이드레이션/전면검사,259836.0,260766.0,175567.0,148.0,175567.0,1
2026-02-13,S관(3공장),[80] 누수/규격검사,206110.0,207555.0,161023.0,128.0,161023.0,1
2026-02-14,A관(1공장),[10] 사출조립,337205.0,346857.0,214273.0,157.37,214273.0,1
2026-02-14,A관(1공장),[20] 분리,81103.0,93898.0,214273.0,37.85,214273.0,1
2026-02-14,A관(1공장),[45] 하이드레이션/전면검사,46090.0,46463.0,128650.0,35.83,128650.0,1
2026-02-14,A관(1공장),[80] 누수/규격검사,80848.0,84410.0,130418.0,61.99,130418.0,1
2026-02-14,C관(2공장),[10] 사출조립,923009.0,987395.0,857916.0,107.59,857916.0,1
2026-02-14,C관(2공장),[20] 분리,790514.0,912665.0,857916.0,92.14,857916.0,1
2026-02-14,C관(2공장),[45] 하이드레이션/전면검사,671335.0,673846.0,751960.0,89.28,751960.0,1
2026-02-14,C관(2공장),[80] 누수/규격검사,860165.0,865990.0,749647.0,114.74,749647.0,1
2026-02-14,S관(3공장),[10] 사출조립,206445.0,213576.0,276481.0,74.67,276481.0,1
2026-02-14,S관(3공장),[20] 분리,151304.0,175628.0,276481.0,54.72,276481.0,1
2026-02-14,S관(3공장),[45] 하이드레이션/전면검사,175178.0,175553.0,175567.0,99.78,175567.0,1
2026-02-14,S관(3공장),[80] 누수/규격검사,181205.0,181895.0,161023.0,112.53,161023.0,1
2026-02-15,A관(1공장),[10] 사출조립,349973.0,359443.0,214273.0,163.33,214273.0,1
2026-02-15,A관(1공장),[20] 분리,58493.0,68704.0,214273.0,27.3,214273.0,1
2026-02-15,A관(1공장),[45] 하이드레이션/전면검사,28953.0,32779.0,128650.0,22.51,128650.0,1
2026-02-15,A관(1공장),[80] 누수/규격검사,78943.0,81598.0,130418.0,60.53,130418.0,1
2026-02-15,C관(2공장),[10] 사출조립,1129313.0,1243343.0,857916.0,131.63,857916.0,1
2026-02-15,C관(2공장),[20] 분리,894982.0,1029447.0,857916.0,104.32,857916.0,1
2026-02-15,C관(2공장),[45] 하이드레이션/전면검사,457335.0,459905.0,751960.0,60.82,751960.0,1
2026-02-15,C관(2공장),[80] 누수/규격검사,954400.0,961570.0,749647.0,127.31,749647.0,1
2026-02-15,S관(3공장),[10] 사출조립,184428.0,189222.0,276481.0,66.71,276481.0,1
2026-02-15,S관(3공장),[20] 분리,203858.0,235745.0,276481.0,73.73,276481.0,1
2026-02-15,S관(3공장),[45] 하이드레이션/전면검사,84530.0,84682.0,175567.0,48.15,175567.0,1
2026-02-15,S관(3공장),[80] 누수/규격검사,191345.0,192420.0,161023.0,118.83,161023.0,1
2026-02-16,A관(1공장),[20] 분리,1898.0,2053.0,214273.0,0.89,214273.0,1
2026-02-19,A관(1공장),[10] 사출조립,182318.0,190784.0,214273.0,85.09,214273.0,1
2026-02-19,A관(1공장),[20] 분리,60164.0,76594.0,214273.0,28.08,214273.0,1
2026-02-19,A관(1공장),[45] 하이드레이션/전면검사,152987.0,152987.0,128650.0,118.92,128650.0,1
2026-02-19,A관(1공장),[80] 누수/규격검사,74534.0,77605.0,130418.0,57.15,130418.0,1
2026-02-19,C관(2공장),[10] 사출조립,455295.0,517605.0,857916.0,53.07,857916.0,1
2026-02-19,C관(2공장),[20] 분리,924821.0,1071527.0,857916.0,107.8,857916.0,1
2026-02-19,C관(2공장),[45] 하이드레이션/전면검사,1227995.0,1229154.0,751960.0,163.31,751960.0,1
2026-02-19,C관(2공장),[80] 누수/규격검사,632295.0,638540.0,749647.0,84.35,749647.0,1
2026-02-19,S관(3공장),[10] 사출조립,145591.0,146463.0,276481.0,52.66,276481.0,1
2026-02-19,S관(3공장),[20] 분리,164477.0,187518.0,276481.0,59.49,276481.0,1
2026-02-19,S관(3공장),[45] 하이드레이션/전면검사,233981.0,235016.0,175567.0,133.27,175567.0,1
2026-02-19,S관(3공장),[80] 누수/규격검사,159080.0,159800.0,161023.0,98.79,161023.0,1
2026-02-20,A관(1공장),[10] 사출조립,207930.0,218926.0,214273.0,97.04,214273.0,1
2026-02-20,A관(1공장),[20] 분리,72117.0,86408.0,214273.0,33.66,214273.0,1
2026-02-20,A관(1공장),[45] 하이드레이션/전면검사,76386.0,77008.0,128650.0,59.38,128650.0,1
2026-02-20,A관(1공장),[80] 누수/규격검사,88191.0,91613.0,130418.0,67.62,130418.0,1
2026-02-20,C관(2공장),[10] 사출조립,711760.0,771529.0,857916.0,82.96,857916.0,1
2026-02-20,C관(2공장),[20] 분리,768597.0,902224.0,857916.0,89.59,857916.0,1
2026-02-20,C관(2공장),[45] 하이드레이션/전면검사,907615.0,912651.0,751960.0,120.7,751960.0,1
2026-02-20,C관(2공장),[80] 누수/규격검사,914130.0,921825.0,749647.0,121.94,749647.0,1
2026-02-20,S관(3공장),[10] 사출조립,204902.0,216384.0,276481.0,74.11,276481.0,1
2026-02-20,S관(3공장),[20] 분리,186264.0,211647.0,276481.0,67.37,276481.0,1
2026-02-20,S관(3공장),[45] 하이드레이션/전면검사,215260.0,216568.0,175567.0,122.61,175567.0,1
2026-02-20,S관(3공장),[80] 누수/규격검사,201490.0,202450.0,161023.0,125.13,161023.0,1
2026-02-21,A관(1공장),[10] 사출조립,354899.0,367130.0,214273.0,165.63,214273.0,1
2026-02-21,A관(1공장),[20] 분리,91439.0,110728.0,214273.0,42.67,214273.0,1
2026-02-21,A관(1공장),[45] 하이드레이션/전면검사,77832.0,78974.0,128650.0,60.5,128650.0,1
2026-02-21,A관(1공장),[80] 누수/규격검사,105252.0,110579.0,130418.0,80.7,130418.0,1
2026-02-21,C관(2공장),[10] 사출조립,704034.0,778459.0,857916.0,82.06,857916.0,1
2026-02-21,C관(2공장),[20] 분리,779051.0,902902.0,857916.0,90.81,857916.0,1
2026-02-21,C관(2공장),[45] 하이드레이션/전면검사,887790.0,891214.0,751960.0,118.06,751960.0,1
2026-02-21,C관(2공장),[80] 누수/규격검사,859515.0,863355.0,749647.0,114.66,749647.0,1
2026-02-21,S관(3공장),[10] 사출조립,172683.0,174085.0,276481.0,62.46,276481.0,1
2026-02-21,S관(3공장),[20] 분리,150907.0,172937.0,276481.0,54.58,276481.0,1
2026-02-21,S관(3공장),[45] 하이드레이션/전면검사,171021.0,171853.0,175567.0,97.41,175567.0,1
2026-02-21,S관(3공장),[80] 누수/규격검사,207485.0,208925.0,161023.0,128.85,161023.0,1
2026-02-22,A관(1공장),[10] 사출조립,281826.0,282636.0,214273.0,131.53,214273.0,1
2026-02-22,A관(1공장),[20] 분리,74830.0,90226.0,214273.0,34.92,214273.0,1
2026-02-22,A관(1공장),[45] 하이드레이션/전면검사,97889.0,98726.0,128650.0,76.09,128650.0,1
2026-02-22,A관(1공장),[80] 누수/규격검사,101738.0,106294.0,130418.0,78.01,130418.0,1
2026-02-22,C관(2공장),[10] 사출조립,794822.0,862497.0,857916.0,92.65,857916.0,1
2026-02-22,C관(2공장),[20] 분리,956397.0,1097671.0,857916.0,111.48,857916.0,1
2026-02-22,C관(2공장),[45] 하이드레이션/전면검사,891255.0,892812.0,751960.0,118.52,751960.0,1
2026-02-22,C관(2공장),[80] 누수/규격검사,842820.0,846090.0,749647.0,112.43,749647.0,1
2026-02-22,S관(3공장),[10] 사출조립,186212.0,195000.0,276481.0,67.35,276481.0,1
2026-02-22,S관(3공장),[20] 분리,195482.0,225020.0,276481.0,70.7,276481.0,1
2026-02-22,S관(3공장),[45] 하이드레이션/전면검사,222250.0,223230.0,175567.0,126.59,175567.0,1
2026-02-22,S관(3공장),[80] 누수/규격검사,170235.0,171175.0,161023.0,105.72,161023.0,1
2026-02-23,A관(1공장),[10] 사출조립,330507.0,335306.0,214273.0,154.25,214273.0,1
2026-02-23,A관(1공장),[20] 분리,72604.0,81923.0,214273.0,33.88,214273.0,1
2026-02-23,A관(1공장),[45] 하이드레이션/전면검사,90701.0,90701.0,128650.0,70.5,128650.0,1
2026-02-23,A관(1공장),[80] 누수/규격검사,100822.0,106247.0,130418.0,77.31,130418.0,1
2026-02-23,C관(2공장),[10] 사출조립,922084.0,1006749.0,857916.0,107.48,857916.0,1
2026-02-23,C관(2공장),[20] 분리,960210.0,1110704.0,857916.0,111.92,857916.0,1
2026-02-23,C관(2공장),[45] 하이드레이션/전면검사,1015710.0,1020917.0,751960.0,135.08,751960.0,1
2026-02-23,C관(2공장),[80] 누수/규격검사,991560.0,997525.0,749647.0,132.27,749647.0,1
2026-02-23,S관(3공장),[10] 사출조립,192026.0,198052.0,276481.0,69.45,276481.0,1
2026-02-23,S관(3공장),[20] 분리,177587.0,206388.0,276481.0,64.23,276481.0,1
2026-02-23,S관(3공장),[45] 하이드레이션/전면검사,231266.0,232364.0,175567.0,131.73,175567.0,1
2026-02-23,S관(3공장),[80] 누수/규격검사,207370.0,208330.0,161023.0,128.78,161023.0,1
2026-02-24,A관(1공장),[10] 사출조립,246960.0,250609.0,214273.0,115.25,214273.0,1
2026-02-24,A관(1공장),[20] 분리,51307.0,58882.0,214273.0,23.94,214273.0,1
2026-02-24,A관(1공장),[45] 하이드레이션/전면검사,143219.0,143691.0,128650.0,111.32,128650.0,1
2026-02-24,A관(1공장),[80] 누수/규격검사,100789.0,104767.0,130418.0,77.28,130418.0,1
2026-02-24,C관(2공장),[10] 사출조립,1004694.0,1097687.0,857916.0,117.11,857916.0,1
2026-02-24,C관(2공장),[20] 분리,945456.0,1091994.0,857916.0,110.2,857916.0,1
2026-02-24,C관(2공장),[45] 하이드레이션/전면검사,1065235.0,1069915.0,751960.0,141.66,751960.0,1
2026-02-24,C관(2공장),[80] 누수/규격검사,819420.0,823550.0,749647.0,109.31,749647.0,1
2026-02-24,S관(3공장),[10] 사출조립,190219.0,196409.0,276481.0,68.8,276481.0,1
2026-02-24,S관(3공장),[20] 분리,239475.0,266362.0,276481.0,86.62,276481.0,1
2026-02-24,S관(3공장),[45] 하이드레이션/전면검사,246921.0,248190.0,175567.0,140.64,175567.0,1
2026-02-24,S관(3공장),[80] 누수/규격검사,206055.0,206505.0,161023.0,127.97,161023.0,1
2026-02-25,A관(1공장),[10] 사출조립,196492.0,198551.0,214273.0,91.7,214273.0,1
2026-02-25,A관(1공장),[20] 분리,54457.0,61527.0,214273.0,25.41,214273.0,1
2026-02-25,A관(1공장),[45] 하이드레이션/전면검사,77147.0,78823.0,128650.0,59.97,128650.0,1
2026-02-25,A관(1공장),[80] 누수/규격검사,122129.0,126570.0,130418.0,93.64,130418.0,1
2026-02-25,C관(2공장),[10] 사출조립,967447.0,1035998.0,857916.0,112.77,857916.0,1
2026-02-25,C관(2공장),[20] 분리,932983.0,1068958.0,857916.0,108.75,857916.0,1
2026-02-25,C관(2공장),[45] 하이드레이션/전면검사,906355.0,908589.0,751960.0,120.53,751960.0,1
2026-02-25,C관(2공장),[80] 누수/규격검사,912275.0,918420.0,749647.0,121.69,749647.0,1
2026-02-25,S관(3공장),[10] 사출조립,242091.0,262131.0,276481.0,87.56,276481.0,1
2026-02-25,S관(3공장),[20] 분리,199127.0,226670.0,276481.0,72.02,276481.0,1
2026-02-25,S관(3공장),[45] 하이드레이션/전면검사,217278.0,218324.0,175567.0,123.76,175567.0,1
2026-02-25,S관(3공장),[80] 누수/규격검사,218230.0,219425.0,161023.0,135.53,161023.0,1
2026-02-26,A관(1공장),[10] 사출조립,187254.0,197436.0,214273.0,87.39,214273.0,1
2026-02-26,A관(1공장),[20] 분리,63255.0,73194.0,214273.0,29.52,214273.0,1
2026-02-26,A관(1공장),[45] 하이드레이션/전면검사,109960.0,111020.0,128650.0,85.47,128650.0,1
2026-02-26,A관(1공장),[80] 누수/규격검사,88434.0,91830.0,130418.0,67.81,130418.0,1
2026-02-26,C관(2공장),[10] 사출조립,849901.0,920942.0,857916.0,99.07,857916.0,1
2026-02-26,C관(2공장),[20] 분리,919261.0,1065323.0,857916.0,107.15,857916.0,1
2026-02-26,C관(2공장),[45] 하이드레이션/전면검사,963950.0,967527.0,751960.0,128.19,751960.0,1
2026-02-26,C관(2공장),[80] 누수/규격검사,880280.0,884575.0,749647.0,117.43,749647.0,1
2026-02-26,S관(3공장),[10] 사출조립,223302.0,235540.0,276481.0,80.77,276481.0,1
2026-02-26,S관(3공장),[20] 분리,186421.0,218952.0,276481.0,67.43,276481.0,1
2026-02-26,S관(3공장),[45] 하이드레이션/전면검사,177696.0,179393.0,175567.0,101.21,175567.0,1
2026-02-26,S관(3공장),[80] 누수/규격검사,188705.0,189720.0,161023.0,117.19,161023.0,1
2026-02-27,A관(1공장),[10] 사출조립,221452.0,223971.0,214273.0,103.35,214273.0,1
2026-02-27,A관(1공장),[20] 분리,78864.0,85916.0,214273.0,36.81,214273.0,1
2026-02-27,A관(1공장),[45] 하이드레이션/전면검사,174536.0,174536.0,128650.0,135.67,128650.0,1
2026-02-27,A관(1공장),[80] 누수/규격검사,128974.0,133093.0,130418.0,98.89,130418.0,1
2026-02-27,C관(2공장),[10] 사출조립,890283.0,961096.0,857916.0,103.77,857916.0,1
2026-02-27,C관(2공장),[20] 분리,972203.0,1134396.0,857916.0,113.32,857916.0,1
2026-02-27,C관(2공장),[45] 하이드레이션/전면검사,1068575.0,1072123.0,751960.0,142.11,751960.0,1
2026-02-27,C관(2공장),[80] 누수/규격검사,972620.0,976840.0,749647.0,129.74,749647.0,1
2026-02-27,S관(3공장),[10] 사출조립,290577.0,320098.0,276481.0,105.1,276481.0,1
2026-02-27,S관(3공장),[20] 분리,203286.0,230289.0,276481.0,73.53,276481.0,1
2026-02-27,S관(3공장),[45] 하이드레이션/전면검사,188322.0,189702.0,175567.0,107.27,175567.0,1
2026-02-27,S관(3공장),[80] 누수/규격검사,211150.0,212570.0,161023.0,131.13,161023.0,1
2026-02-28,A관(1공장),[10] 사출조립,282231.0,286816.0,214273.0,131.72,214273.0,1
2026-02-28,A관(1공장),[20] 분리,56111.0,61654.0,214273.0,26.19,214273.0,1
2026-02-28,A관(1공장),[45] 하이드레이션/전면검사,114475.0,114475.0,128650.0,88.98,128650.0,1
2026-02-28,A관(1공장),[80] 누수/규격검사,116259.0,120559.0,130418.0,89.14,130418.0,1
2026-02-28,C관(2공장),[10] 사출조립,797911.0,861379.0,857916.0,93.01,857916.0,1
2026-02-28,C관(2공장),[20] 분리,957547.0,1103783.0,857916.0,111.61,857916.0,1
2026-02-28,C관(2공장),[45] 하이드레이션/전면검사,1018615.0,1022994.0,751960.0,135.46,751960.0,1
2026-02-28,C관(2공장),[80] 누수/규격검사,1009570.0,1014405.0,749647.0,134.67,749647.0,1
2026-02-28,S관(3공장),[10] 사출조립,226383.0,250076.0,276481.0,81.88,276481.0,1
2026-02-28,S관(3공장),[20] 분리,211612.0,243214.0,276481.0,76.54,276481.0,1
2026-02-28,S관(3공장),[45] 하이드레이션/전면검사,246908.0,248019.0,175567.0,140.63,175567.0,1
2026-02-28,S관(3공장),[80] 누수/규격검사,182835.0,184860.0,161023.0,113.55,161023.0,1
2026-03-01,A관(1공장),[10] 사출조립,291138.0,296057.0,214273.0,135.87,214273.0,1
2026-03-01,A관(1공장),[20] 분리,46538.0,53139.0,214273.0,21.72,214273.0,1
2026-03-01,A관(1공장),[45] 하이드레이션/전면검사,83815.0,84835.0,128650.0,65.15,128650.0,1
2026-03-01,A관(1공장),[80] 누수/규격검사,87976.0,91817.0,128109.0,68.67,128109.0,1
2026-03-01,C관(2공장),[10] 사출조립,917078.0,986437.0,857916.0,106.9,857916.0,1
2026-03-01,C관(2공장),[20] 분리,914818.0,1046308.0,857916.0,106.63,857916.0,1
2026-03-01,C관(2공장),[45] 하이드레이션/전면검사,977245.0,982665.0,751960.0,129.96,751960.0,1
2026-03-01,C관(2공장),[80] 누수/규격검사,951415.0,959475.0,736374.0,129.2,736374.0,1
2026-03-01,S관(3공장),[10] 사출조립,244377.0,268893.0,276481.0,88.39,276481.0,1
2026-03-01,S관(3공장),[20] 분리,274986.0,319116.0,276481.0,99.46,276481.0,1
2026-03-01,S관(3공장),[45] 하이드레이션/전면검사,200772.0,201906.0,175567.0,114.36,175567.0,1
2026-03-01,S관(3공장),[80] 누수/규격검사,200230.0,200760.0,158172.0,126.59,158172.0,1
2026-03-02,A관(1공장),[10] 사출조립,283013.0,287044.0,214273.0,132.08,214273.0,1
2026-03-02,A관(1공장),[20] 분리,67313.0,78072.0,214273.0,31.41,214273.0,1
2026-03-02,A관(1공장),[45] 하이드레이션/전면검사,125821.0,127398.0,128650.0,97.8,128650.0,1
2026-03-02,A관(1공장),[80] 누수/규격검사,93621.0,98462.0,128109.0,73.08,128109.0,1
2026-03-02,C관(2공장),[10] 사출조립,907810.0,974956.0,857916.0,105.82,857916.0,1
2026-03-02,C관(2공장),[20] 분리,855076.0,983627.0,857916.0,99.67,857916.0,1
2026-03-02,C관(2공장),[45] 하이드레이션/전면검사,981225.0,984479.0,751960.0,130.49,751960.0,1
2026-03-02,C관(2공장),[80] 누수/규격검사,974185.0,982825.0,736374.0,132.29,736374.0,1
2026-03-02,S관(3공장),[10] 사출조립,248743.0,273590.0,276481.0,89.97,276481.0,1
2026-03-02,S관(3공장),[20] 분리,235345.0,277748.0,276481.0,85.12,276481.0,1
2026-03-02,S관(3공장),[45] 하이드레이션/전면검사,214992.0,216181.0,175567.0,122.46,175567.0,1
2026-03-02,S관(3공장),[80] 누수/규격검사,171580.0,171940.0,158172.0,108.48,158172.0,1
2026-03-03,A관(1공장),[10] 사출조립,256582.0,261621.0,214273.0,119.75,214273.0,1
2026-03-03,A관(1공장),[20] 분리,59647.0,71331.0,214273.0,27.84,214273.0,1
2026-03-03,A관(1공장),[45] 하이드레이션/전면검사,72324.0,74785.0,128650.0,56.22,128650.0,1
2026-03-03,A관(1공장),[80] 누수/규격검사,86467.0,88750.0,128109.0,67.49,128109.0,1
2026-03-03,C관(2공장),[10] 사출조립,748162.0,807717.0,857916.0,87.21,857916.0,1
2026-03-03,C관(2공장),[20] 분리,732373.0,842832.0,857916.0,85.37,857916.0,1
2026-03-03,C관(2공장),[45] 하이드레이션/전면검사,913180.0,918689.0,751960.0,121.44,751960.0,1
2026-03-03,C관(2공장),[80] 누수/규격검사,1016340.0,1025335.0,736374.0,138.02,736374.0,1
2026-03-03,S관(3공장),[10] 사출조립,264856.0,273664.0,276481.0,95.8,276481.0,1
