기간,공장,공정코드,기계코드,총_생산수량,총_양품수량,전체_수율(%),운영일수,이론상_총_생산량,가동률(%)
2024-01-02,A관(1공장),[10] 사출조립,조립1호기,20000.0,16600.0,83.0,1,43200.0,46.3
2024-01-02,A관(1공장),[10] 사출조립,조립2호기,4760.0,2360.0,49.58,1,43200.0,11.02
2024-01-02,A관(1공장),[10] 사출조립,조립31호기,57000.0,57000.0,100.0,1,86400.0,65.97
2024-01-02,A관(1공장),[10] 사출조립,조립32호기,32000.0,32000.0,100.0,1,86400.0,37.04
2024-01-02,A관(1공장),[10] 사출조립,조립3호기,4430.0,2750.0,62.08,1,43200.0,10.25
2024-01-02,A관(1공장),[10] 사출조립,조립5호기,3950.0,2450.0,62.03,1,43200.0,9.14
2024-01-02,A관(1공장),[10] 사출조립,조립8호기,16000.0,13300.0,83.12,1,43200.0,37.04
2024-01-02,A관(1공장),[20] 분리,분리10호기,9100.0,6628.0,72.84,1,17280.0,52.66
2024-01-02,A관(1공장),[20] 분리,분리11호기,8610.0,3643.0,42.31,1,17280.0,49.83
2024-01-02,A관(1공장),[20] 분리,분리3호기,15070.0,9396.0,62.35,1,17280.0,87.21
2024-01-02,A관(1공장),[20] 분리,분리41호기(초음파),15810.0,11621.0,73.5,1,62837.0,25.16
2024-01-02,A관(1공장),[20] 분리,분리42호기(초음파),32950.0,23619.0,71.68,1,62837.0,52.44
2024-01-02,A관(1공장),[20] 분리,분리4호기,2590.0,1325.0,51.16,1,17280.0,14.99
2024-01-02,A관(1공장),[20] 분리,분리5호기,5960.0,3890.0,65.27,1,17280.0,34.49
2024-01-02,A관(1공장),[45] 하이드레이션/전면검사,1공장 실리콘수화기,17704.0,17704.0,100.0,1,0.0,0.0
2024-01-02,A관(1공장),[45] 하이드레이션/전면검사,워터배스1-2호기,17678.0,17678.0,100.0,1,30000.0,58.93
2024-01-02,A관(1공장),[45] 하이드레이션/전면검사,워터배스1-4호기,16156.0,16156.0,100.0,1,30000.0,53.85
2024-01-02,A관(1공장),[45] 하이드레이션/전면검사,워터배스1-5호기,19871.0,19871.0,100.0,1,150000.0,13.25
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사10호기,4005.0,3377.0,84.32,1,13293.0,30.13
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사11호기,7254.0,6955.0,95.88,1,13293.0,54.57
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사14호기,4825.0,4052.0,83.98,1,13293.0,36.3
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사17호기,11276.0,10580.0,93.83,1,13293.0,84.83
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사18호기,13143.0,11768.0,89.54,1,13293.0,98.87
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사19호기,2500.0,2190.0,87.6,1,13293.0,18.81
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사22호기,12712.0,11886.0,93.5,1,13293.0,95.63
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사23호기,8425.0,7972.0,94.62,1,13293.0,63.38
2024-01-02,A관(1공장),[55] 접착/ 멸균,검사7호기,7513.0,7452.0,99.19,1,13293.0,56.52
2024-01-02,A관(1공장),[80] 누수/규격검사,누수/규격검사(1공장),75205.0,73937.0,98.31,1,112902.0,66.61
2024-01-02,C관(2공장),[10] 사출조립,조립10호기,38652.0,29655.0,76.72,1,43200.0,89.47
2024-01-02,C관(2공장),[10] 사출조립,조립11호기,57029.0,47646.0,83.55,1,43200.0,132.01
2024-01-02,C관(2공장),[10] 사출조립,조립13호기,71727.0,65759.0,91.68,1,0.0,0.0
2024-01-02,C관(2공장),[10] 사출조립,조립14호기,40346.0,35110.0,87.02,1,43200.0,93.39
2024-01-02,C관(2공장),[10] 사출조립,조립16호기,49324.0,42137.0,85.43,1,43200.0,114.18
2024-01-02,C관(2공장),[10] 사출조립,조립17호기,52695.0,39431.0,74.83,1,43200.0,121.98
2024-01-02,C관(2공장),[10] 사출조립,조립18호기,28167.0,24856.0,88.25,1,43200.0,65.2
2024-01-02,C관(2공장),[10] 사출조립,조립20호기,46481.0,37077.0,79.77,1,43200.0,107.59
2024-01-02,C관(2공장),[10] 사출조립,조립22호기,32243.0,30148.0,93.5,1,43200.0,74.64
2024-01-02,C관(2공장),[10] 사출조립,조립23호기,57590.0,51418.0,89.28,1,43200.0,133.31
2024-01-02,C관(2공장),[10] 사출조립,조립24호기,40179.0,36029.0,89.67,1,43200.0,93.01
2024-01-02,C관(2공장),[10] 사출조립,조립25호기,38945.0,35920.0,92.23,1,43200.0,90.15
2024-01-02,C관(2공장),[10] 사출조립,조립26호기,43373.0,35461.0,81.76,1,43200.0,100.4
2024-01-02,C관(2공장),[10] 사출조립,조립27호기,46976.0,45611.0,97.09,1,43200.0,108.74
2024-01-02,C관(2공장),[10] 사출조립,조립40호기,37333.0,36216.0,97.01,1,43200.0,86.42
2024-01-02,C관(2공장),[10] 사출조립,조립41호기,51791.0,50613.0,97.73,1,43200.0,119.89
2024-01-02,C관(2공장),[10] 사출조립,조립42호기,105326.0,99529.0,94.5,1,43200.0,243.81
2024-01-02,C관(2공장),[10] 사출조립,조립43호기,47966.0,44675.0,93.14,1,43200.0,111.03
2024-01-02,C관(2공장),[10] 사출조립,조립44호기,45595.0,38037.0,83.42,1,43200.0,105.54
2024-01-02,C관(2공장),[10] 사출조립,조립45호기,49088.0,39724.0,80.92,1,43200.0,113.63
2024-01-02,C관(2공장),[10] 사출조립,조립46호기,75465.0,64138.0,84.99,1,43200.0,174.69
2024-01-02,C관(2공장),[10] 사출조립,조립47호기,67065.0,45634.0,68.04,1,43200.0,155.24
2024-01-02,C관(2공장),[10] 사출조립,조립48호기,63060.0,44348.0,70.33,1,43200.0,145.97
2024-01-02,C관(2공장),[10] 사출조립,조립49호기,61598.0,49153.0,79.8,1,43200.0,142.59
2024-01-02,C관(2공장),[10] 사출조립,조립50호기,12080.0,5352.0,44.3,1,43200.0,27.96
2024-01-02,C관(2공장),[10] 사출조립,조립51호기,74011.0,62070.0,83.87,1,43200.0,171.32
2024-01-02,C관(2공장),[10] 사출조립,조립52호기,59738.0,55222.0,92.44,1,43200.0,138.28
2024-01-02,C관(2공장),[10] 사출조립,조립53호기,66199.0,56862.0,85.9,1,43200.0,153.24
2024-01-02,C관(2공장),[10] 사출조립,조립54호기,54976.0,45305.0,82.41,1,43200.0,127.26
2024-01-02,C관(2공장),[10] 사출조립,조립55호기,19440.0,16113.0,82.89,1,43200.0,45.0
2024-01-02,C관(2공장),[10] 사출조립,조립56호기,36529.0,34822.0,95.33,1,43200.0,84.56
2024-01-02,C관(2공장),[10] 사출조립,조립57호기,73256.0,67581.0,92.25,1,43200.0,169.57
2024-01-02,C관(2공장),[10] 사출조립,조립58호기,75846.0,69791.0,92.02,1,43200.0,175.57
2024-01-02,C관(2공장),[10] 사출조립,조립59호기,33159.0,26890.0,81.09,1,43200.0,76.76
2024-01-02,C관(2공장),[20] 분리,분리16호기,71960.0,61686.0,85.72,1,61715.0,116.6
2024-01-02,C관(2공장),[20] 분리,분리17호기,58523.0,48432.0,82.76,1,61715.0,94.83
2024-01-02,C관(2공장),[20] 분리,분리18호기,59115.0,49053.0,82.98,1,61715.0,95.79
2024-01-02,C관(2공장),[20] 분리,분리19호기,60696.0,51947.0,85.59,1,61715.0,98.35
2024-01-02,C관(2공장),[20] 분리,분리20호기,66281.0,57012.0,86.02,1,61715.0,107.4
2024-01-02,C관(2공장),[20] 분리,분리21호기,69221.0,59006.0,85.24,1,61715.0,112.16
2024-01-02,C관(2공장),[20] 분리,분리22호기,77632.0,64658.0,83.29,1,61715.0,125.79
2024-01-02,C관(2공장),[20] 분리,분리23호기,78384.0,65893.0,84.06,1,61715.0,127.01
2024-01-02,C관(2공장),[20] 분리,분리24호기,75795.0,63780.0,84.15,1,61715.0,122.81
2024-01-02,C관(2공장),[20] 분리,분리25호기,75799.0,62693.0,82.71,1,61715.0,122.82
2024-01-02,C관(2공장),[20] 분리,분리26호기,81054.0,66832.0,82.45,1,54000.0,150.1
2024-01-02,C관(2공장),[20] 분리,분리27호기,77296.0,60737.0,78.58,1,54000.0,143.14
2024-01-02,C관(2공장),[20] 분리,분리28호기,57711.0,45136.0,78.21,1,54000.0,106.87
2024-01-02,C관(2공장),[20] 분리,분리29호기,85831.0,72179.0,84.09,1,54000.0,158.95
2024-01-02,C관(2공장),[20] 분리,분리30호기,80361.0,62176.0,77.37,1,54000.0,148.82
2024-01-02,C관(2공장),[20] 분리,분리31호기,74469.0,58393.0,78.41,1,54000.0,137.91
2024-01-02,C관(2공장),[20] 분리,분리32호기,78751.0,62826.0,79.78,1,54000.0,145.84
2024-01-02,C관(2공장),[20] 분리,분리33호기,81704.0,65893.0,80.65,1,54000.0,151.3
2024-01-02,C관(2공장),[20] 분리,분리34호기,75111.0,64897.0,86.4,1,54000.0,139.09
2024-01-02,C관(2공장),[20] 분리,분리35호기,66901.0,58015.0,86.72,1,54000.0,123.89
2024-01-02,C관(2공장),[20] 분리,분리36호기,11899.0,7130.0,59.92,1,54000.0,22.04
2024-01-02,C관(2공장),[20] 분리,분리37호기,64068.0,50811.0,79.31,1,54000.0,118.64
2024-01-02,C관(2공장),[20] 분리,분리43호기,72544.0,60672.0,83.63,1,54000.0,134.34
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-10호기,40358.0,40290.0,99.83,1,120000.0,33.63
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-11호기,61786.0,61745.0,99.93,1,150000.0,41.19
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-12호기,39399.0,39025.0,99.05,1,150000.0,26.27
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-13호기,47767.0,47660.0,99.78,1,150000.0,31.84
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-14호기,78214.0,78090.0,99.84,1,150000.0,52.14
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-1호기,4179.0,4175.0,99.9,1,120000.0,3.48
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-2호기,12905.0,12820.0,99.34,1,120000.0,10.75
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-3호기,59546.0,59440.0,99.82,1,120000.0,49.62
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-4호기,58124.0,58045.0,99.86,1,120000.0,48.44
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-5호기,53148.0,53020.0,99.76,1,120000.0,44.29
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-6호기,7068.0,7050.0,99.75,1,30000.0,23.56
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-7호기,41661.0,41605.0,99.87,1,120000.0,34.72
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-8호기,47922.0,47860.0,99.87,1,120000.0,39.93
2024-01-02,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-9호기,56195.0,56110.0,99.85,1,120000.0,46.83
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사30호기,1605.0,1480.0,92.21,1,66462.0,2.41
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사31호기,3815.0,3430.0,89.91,1,0.0,0.0
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사32호기,2885.0,2755.0,95.49,1,0.0,0.0
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사33호기,3080.0,2985.0,96.92,1,66462.0,4.63
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사34호기,54970.0,50730.0,92.29,1,78546.0,69.98
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사35호기,40325.0,36810.0,91.28,1,78546.0,51.34
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사36호기,46845.0,41960.0,89.57,1,78546.0,59.64
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사37호기,38750.0,36490.0,94.17,1,78546.0,49.33
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사38호기,46085.0,42290.0,91.77,1,78546.0,58.67
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사39호기,32470.0,30305.0,93.33,1,78546.0,41.34
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사40호기,41830.0,38120.0,91.13,1,78546.0,53.26
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사41호기,43491.0,41091.0,94.48,1,78546.0,55.37
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사42호기,59750.0,53800.0,90.04,1,78546.0,76.07
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사43호기,45205.0,41940.0,92.78,1,78546.0,57.55
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사44호기,40840.0,37625.0,92.13,1,78546.0,52.0
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사45호기,35450.0,32280.0,91.06,1,78546.0,45.13
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사46호기,50005.0,46795.0,93.58,1,78546.0,63.66
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사47호기,19490.0,17510.0,89.84,1,78546.0,24.81
2024-01-02,C관(2공장),[55] 접착/ 멸균,검사48호기,42263.0,40110.0,94.91,1,78546.0,53.81
2024-01-02,C관(2공장),[80] 누수/규격검사,누수/규격검사(2공장),419495.0,415600.0,99.07,1,720000.0,58.26
2024-01-02,S관(3공장),[10] 사출조립,A형 인라인3호기,44352.0,44352.0,100.0,1,43200.0,102.67
2024-01-02,S관(3공장),[10] 사출조립,A형 인라인5호기,44992.0,44992.0,100.0,1,43200.0,104.15
2024-01-02,S관(3공장),[10] 사출조립,B형 조립중합1호기,34264.0,26532.0,77.43,1,76800.0,44.61
2024-01-02,S관(3공장),[10] 사출조립,B형 조립중합2호기,15832.0,3958.0,25.0,1,0.0,0.0
2024-01-02,S관(3공장),[10] 사출조립,B형 조립중합3호기,58304.0,31544.0,54.1,1,76800.0,75.92
2024-01-02,S관(3공장),[10] 사출조립,B형 조립중합6호기,32424.0,18375.0,56.67,1,76800.0,42.22
2024-01-02,S관(3공장),[20] 분리,A형 인라인3호기,44352.0,40000.0,90.19,1,43200.0,102.67
2024-01-02,S관(3공장),[20] 분리,A형 인라인5호기,44992.0,40000.0,88.9,1,43200.0,104.15
2024-01-02,S관(3공장),[20] 분리,B형 분리수화접착2호기,21953.0,15940.0,72.61,1,53170.0,41.29
2024-01-02,S관(3공장),[20] 분리,B형 분리수화접착4호기,6756.0,5818.0,86.12,1,53170.0,12.71
2024-01-02,S관(3공장),[20] 분리,B형 분리수화접착5호기,6260.0,5611.0,89.63,1,53170.0,11.77
2024-01-02,S관(3공장),[20] 분리,B형 분리수화접착7호기,6530.0,6111.0,93.58,1,53170.0,12.28
2024-01-02,S관(3공장),[20] 분리,CAM분리1호기,23036.0,15372.0,66.73,1,39273.0,58.66
2024-01-02,S관(3공장),[20] 분리,CAM분리2호기,23124.0,18327.0,79.26,1,39273.0,58.88
2024-01-02,S관(3공장),[20] 분리,CAM분리3호기,22031.0,15994.0,72.6,1,39273.0,56.1
2024-01-02,S관(3공장),[20] 분리,CAM분리4호기,8887.0,6902.0,77.66,1,39273.0,22.63
2024-01-02,S관(3공장),[20] 분리,CAM분리5호기,9585.0,5427.0,56.62,1,0.0,0.0
2024-01-02,S관(3공장),[20] 분리,CAM분리6호기,5834.0,3273.0,56.1,1,0.0,0.0
2024-01-02,S관(3공장),[45] 하이드레이션/전면검사,B형 분리수화접착3호기,4573.0,4563.0,99.78,1,60000.0,7.62
2024-01-02,S관(3공장),[45] 하이드레이션/전면검사,B형 분리수화접착4호기,31957.0,31866.0,99.72,1,60000.0,53.26
2024-01-02,S관(3공장),[45] 하이드레이션/전면검사,B형 분리수화접착5호기,17720.0,17652.0,99.62,1,60000.0,29.53
2024-01-02,S관(3공장),[45] 하이드레이션/전면검사,B형 분리수화접착6호기,12574.0,12525.0,99.61,1,60000.0,20.96
2024-01-02,S관(3공장),[45] 하이드레이션/전면검사,B형 분리수화접착7호기,3714.0,3711.0,99.92,1,0.0,0.0
2024-01-02,S관(3공장),[45] 하이드레이션/전면검사,S관 실리콘 자동수화기,2020.0,2015.0,99.75,1,240000.0,0.84
2024-01-02,S관(3공장),[55] 접착/ 멸균,A형 인라인1호기,26475.0,23425.0,88.48,1,54000.0,49.03
2024-01-02,S관(3공장),[55] 접착/ 멸균,A형 인라인2호기,37310.0,34245.0,91.79,1,54000.0,69.09
2024-01-02,S관(3공장),[55] 접착/ 멸균,A형 인라인3호기,16760.0,16226.0,96.81,1,54000.0,31.04
2024-01-02,S관(3공장),[55] 접착/ 멸균,A형 인라인4호기,21493.0,20279.0,94.35,1,54000.0,39.8
2024-01-02,S관(3공장),[55] 접착/ 멸균,A형 인라인5호기,20930.0,19456.0,92.96,1,54000.0,38.76
2024-01-02,S관(3공장),[55] 접착/ 멸균,A형 인라인6호기,1925.0,1675.0,87.01,1,54000.0,3.56
2024-01-02,S관(3공장),[55] 접착/ 멸균,B형 분리수화접착1호기,3493.0,2957.0,84.66,1,0.0,0.0
2024-01-02,S관(3공장),[80] 누수/규격검사,누수/규격검사(3공장),120164.0,118198.0,98.36,1,100645.0,119.39
2024-01-03,A관(1공장),[10] 사출조립,조립1호기,32660.0,30620.0,93.75,1,43200.0,75.6
2024-01-03,A관(1공장),[10] 사출조립,조립2호기,9150.0,7430.0,81.2,1,43200.0,21.18
2024-01-03,A관(1공장),[10] 사출조립,조립31호기,49860.0,48830.0,97.93,1,86400.0,57.71
2024-01-03,A관(1공장),[10] 사출조립,조립32호기,34400.0,33700.0,97.97,1,86400.0,39.81
2024-01-03,A관(1공장),[10] 사출조립,조립33호기,67630.0,66630.0,98.52,1,0.0,0.0
2024-01-03,A관(1공장),[10] 사출조립,조립3호기,8880.0,7350.0,82.77,1,43200.0,20.56
2024-01-03,A관(1공장),[10] 사출조립,조립5호기,4490.0,3920.0,87.31,1,43200.0,10.39
2024-01-03,A관(1공장),[10] 사출조립,조립8호기,20000.0,20000.0,100.0,1,43200.0,46.3
2024-01-03,A관(1공장),[20] 분리,분리10호기,11450.0,8755.0,76.46,1,17280.0,66.26
2024-01-03,A관(1공장),[20] 분리,분리11호기,10200.0,5937.0,58.21,1,17280.0,59.03
2024-01-03,A관(1공장),[20] 분리,분리14호기,2360.0,1365.0,57.84,1,54000.0,4.37
2024-01-03,A관(1공장),[20] 분리,분리2호기,5180.0,4586.0,88.53,1,0.0,0.0
2024-01-03,A관(1공장),[20] 분리,분리3호기,11600.0,8155.0,70.3,1,17280.0,67.13
2024-01-03,A관(1공장),[20] 분리,분리41호기(초음파),31410.0,21397.0,68.12,1,62837.0,49.99
2024-01-03,A관(1공장),[20] 분리,분리42호기(초음파),2000.0,1380.0,69.0,1,62837.0,3.18
2024-01-03,A관(1공장),[20] 분리,분리4호기,6400.0,4581.0,71.58,1,17280.0,37.04
2024-01-03,A관(1공장),[20] 분리,분리5호기,8400.0,5903.0,70.27,1,17280.0,48.61
2024-01-03,A관(1공장),[45] 하이드레이션/전면검사,1공장 실리콘수화기,32525.0,32525.0,100.0,1,0.0,0.0
2024-01-03,A관(1공장),[45] 하이드레이션/전면검사,워터배스1-2호기,11238.0,11219.0,99.83,1,30000.0,37.46
2024-01-03,A관(1공장),[45] 하이드레이션/전면검사,워터배스1-3호기,27214.0,27190.0,99.91,1,30000.0,90.71
2024-01-03,A관(1공장),[45] 하이드레이션/전면검사,워터배스1-4호기,5150.0,5150.0,100.0,1,30000.0,17.17
2024-01-03,A관(1공장),[45] 하이드레이션/전면검사,워터배스1-6호기,15943.0,15943.0,100.0,1,150000.0,10.63
2024-01-03,A관(1공장),[55] 접착/ 멸균,검사11호기,11837.0,10774.0,91.02,1,13293.0,89.05
2024-01-03,A관(1공장),[55] 접착/ 멸균,검사17호기,11772.0,11361.0,96.51,1,13293.0,88.56
2024-01-03,A관(1공장),[55] 접착/ 멸균,검사18호기,13398.0,12524.0,93.48,1,13293.0,100.79
2024-01-03,A관(1공장),[55] 접착/ 멸균,검사19호기,5000.0,4500.0,90.0,1,13293.0,37.61
2024-01-03,A관(1공장),[55] 접착/ 멸균,검사20호기,5532.0,5062.0,91.5,1,13293.0,41.62
2024-01-03,A관(1공장),[55] 접착/ 멸균,검사22호기,5078.0,4720.0,92.95,1,13293.0,38.2
2024-01-03,A관(1공장),[55] 접착/ 멸균,검사23호기,14275.0,13510.0,94.64,1,13293.0,107.39
2024-01-03,A관(1공장),[55] 접착/ 멸균,검사7호기,13810.0,13476.0,97.58,1,13293.0,103.89
2024-01-03,A관(1공장),[55] 접착/ 멸균,바이알캡핑기,3553.0,3518.0,99.01,1,0.0,0.0
2024-01-03,A관(1공장),[80] 누수/규격검사,누수/규격검사(1공장),74719.0,71750.0,96.03,1,112902.0,66.18
2024-01-03,C관(2공장),[10] 사출조립,조립10호기,41805.0,34132.0,81.65,1,43200.0,96.77
2024-01-03,C관(2공장),[10] 사출조립,조립11호기,29796.0,26605.0,89.29,1,43200.0,68.97
2024-01-03,C관(2공장),[10] 사출조립,조립13호기,44758.0,37273.0,83.28,1,0.0,0.0
2024-01-03,C관(2공장),[10] 사출조립,조립14호기,47128.0,38862.0,82.46,1,43200.0,109.09
2024-01-03,C관(2공장),[10] 사출조립,조립16호기,39424.0,32714.0,82.98,1,43200.0,91.26
2024-01-03,C관(2공장),[10] 사출조립,조립17호기,38842.0,22783.0,58.66,1,43200.0,89.91
2024-01-03,C관(2공장),[10] 사출조립,조립20호기,27098.0,23873.0,88.1,1,43200.0,62.73
2024-01-03,C관(2공장),[10] 사출조립,조립23호기,51900.0,47203.0,90.95,1,43200.0,120.14
2024-01-03,C관(2공장),[10] 사출조립,조립24호기,59226.0,54074.0,91.3,1,43200.0,137.1
2024-01-03,C관(2공장),[10] 사출조립,조립25호기,25999.0,19968.0,76.8,1,43200.0,60.18
2024-01-03,C관(2공장),[10] 사출조립,조립27호기,58750.0,53977.0,91.88,1,43200.0,136.0
2024-01-03,C관(2공장),[10] 사출조립,조립40호기,29717.0,24594.0,82.76,1,43200.0,68.79
2024-01-03,C관(2공장),[10] 사출조립,조립41호기,16224.0,9193.0,56.66,1,43200.0,37.56
2024-01-03,C관(2공장),[10] 사출조립,조립42호기,30470.0,28661.0,94.06,1,43200.0,70.53
2024-01-03,C관(2공장),[10] 사출조립,조립43호기,25912.0,19868.0,76.67,1,43200.0,59.98
2024-01-03,C관(2공장),[10] 사출조립,조립44호기,44532.0,42617.0,95.7,1,43200.0,103.08
2024-01-03,C관(2공장),[10] 사출조립,조립45호기,47484.0,41537.0,87.48,1,43200.0,109.92
2024-01-03,C관(2공장),[10] 사출조립,조립46호기,18814.0,14987.0,79.66,1,43200.0,43.55
2024-01-03,C관(2공장),[10] 사출조립,조립47호기,25060.0,18417.0,73.49,1,43200.0,58.01
2024-01-03,C관(2공장),[10] 사출조립,조립49호기,24243.0,18540.0,76.48,1,43200.0,56.12
2024-01-03,C관(2공장),[10] 사출조립,조립50호기,27706.0,25807.0,93.15,1,43200.0,64.13
2024-01-03,C관(2공장),[10] 사출조립,조립51호기,28781.0,22423.0,77.91,1,43200.0,66.62
2024-01-03,C관(2공장),[10] 사출조립,조립52호기,28386.0,25590.0,90.15,1,43200.0,65.71
2024-01-03,C관(2공장),[10] 사출조립,조립53호기,21988.0,20522.0,93.33,1,43200.0,50.9
2024-01-03,C관(2공장),[10] 사출조립,조립54호기,26284.0,23213.0,88.32,1,43200.0,60.84
2024-01-03,C관(2공장),[10] 사출조립,조립55호기,3790.0,1890.0,49.87,1,43200.0,8.77
2024-01-03,C관(2공장),[10] 사출조립,조립56호기,56738.0,53532.0,94.35,1,43200.0,131.34
2024-01-03,C관(2공장),[10] 사출조립,조립57호기,16374.0,15434.0,94.26,1,43200.0,37.9
2024-01-03,C관(2공장),[10] 사출조립,조립58호기,30719.0,29119.0,94.79,1,43200.0,71.11
2024-01-03,C관(2공장),[10] 사출조립,조립59호기,26754.0,24927.0,93.17,1,43200.0,61.93
2024-01-03,C관(2공장),[20] 분리,분리16호기,43259.0,35344.0,81.7,1,61715.0,70.09
2024-01-03,C관(2공장),[20] 분리,분리17호기,42213.0,36710.0,86.96,1,61715.0,68.4
2024-01-03,C관(2공장),[20] 분리,분리18호기,36134.0,29176.0,80.74,1,61715.0,58.55
2024-01-03,C관(2공장),[20] 분리,분리19호기,44816.0,38287.0,85.43,1,61715.0,72.62
2024-01-03,C관(2공장),[20] 분리,분리20호기,44710.0,37283.0,83.39,1,61715.0,72.45
2024-01-03,C관(2공장),[20] 분리,분리21호기,44995.0,38842.0,86.33,1,61715.0,72.91
2024-01-03,C관(2공장),[20] 분리,분리22호기,48021.0,40561.0,84.47,1,61715.0,77.81
2024-01-03,C관(2공장),[20] 분리,분리23호기,43129.0,35527.0,82.37,1,61715.0,69.88
2024-01-03,C관(2공장),[20] 분리,분리24호기,46625.0,38954.0,83.55,1,61715.0,75.55
2024-01-03,C관(2공장),[20] 분리,분리25호기,45758.0,35698.0,78.01,1,61715.0,74.14
2024-01-03,C관(2공장),[20] 분리,분리26호기,51731.0,42294.0,81.76,1,54000.0,95.8
2024-01-03,C관(2공장),[20] 분리,분리27호기,49528.0,41606.0,84.01,1,54000.0,91.72
2024-01-03,C관(2공장),[20] 분리,분리28호기,44479.0,35524.0,79.87,1,54000.0,82.37
2024-01-03,C관(2공장),[20] 분리,분리29호기,53267.0,45095.0,84.66,1,54000.0,98.64
2024-01-03,C관(2공장),[20] 분리,분리30호기,49345.0,41248.0,83.59,1,54000.0,91.38
2024-01-03,C관(2공장),[20] 분리,분리31호기,52275.0,43022.0,82.3,1,54000.0,96.81
2024-01-03,C관(2공장),[20] 분리,분리32호기,50224.0,39830.0,79.3,1,54000.0,93.01
2024-01-03,C관(2공장),[20] 분리,분리33호기,52721.0,45869.0,87.0,1,54000.0,97.63
2024-01-03,C관(2공장),[20] 분리,분리34호기,50155.0,42391.0,84.52,1,54000.0,92.88
2024-01-03,C관(2공장),[20] 분리,분리35호기,43923.0,35237.0,80.22,1,54000.0,81.34
2024-01-03,C관(2공장),[20] 분리,분리36호기,25072.0,18392.0,73.36,1,54000.0,46.43
2024-01-03,C관(2공장),[20] 분리,분리37호기,42799.0,33435.0,78.12,1,54000.0,79.26
2024-01-03,C관(2공장),[20] 분리,분리43호기,47647.0,37579.0,78.87,1,54000.0,88.24
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-10호기,29111.0,29060.0,99.82,1,120000.0,24.26
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-11호기,100804.0,100580.0,99.78,1,150000.0,67.2
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-12호기,117594.0,116965.0,99.47,1,150000.0,78.4
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-13호기,111725.0,111506.0,99.8,1,150000.0,74.48
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-14호기,62598.0,62510.0,99.86,1,150000.0,41.73
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-1호기,101006.0,100839.0,99.83,1,120000.0,84.17
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-2호기,84757.0,84684.0,99.91,1,120000.0,70.63
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-3호기,47374.0,47296.0,99.84,1,120000.0,39.48
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-4호기,88798.0,88600.0,99.78,1,120000.0,74.0
2024-01-03,C관(2공장),[45] 하이드레이션/전면검사,워터배스2-5호기,79011.0,78875.0,99.83,1,120000.0,65.84
