기간,공장,공정코드,품명,신규분류요약,총_생산수량,총_양품수량,총_불량수량,전체_수율(%),로트별 종합수율
2022-01-01,C관(2공장),[10] 사출조립,(NEW)Gauss Chocolat_1-DAY,1-Day_Color_Sph,26549.0,17229.0,9200.0,64.9,
2022-01-01,C관(2공장),[10] 사출조립,1-Day_iris_JazzBlack,1-Day_Color_Sph,26944.0,26824.0,0.0,99.55,
2022-01-01,C관(2공장),[10] 사출조립,1-Day_iris_Latin,1-Day_Color_Sph,31794.0,29424.0,2250.0,92.55,
2022-01-01,C관(2공장),[10] 사출조립,1-Day_iris_Rhapsody,1-Day_Color_Sph,101755.0,82235.0,18800.0,80.82,
2022-01-01,C관(2공장),[10] 사출조립,1-Day_iris_SoulBrown,1-Day_Color_Sph,101598.0,96038.0,4600.0,94.53,
2022-01-01,C관(2공장),[10] 사출조립,1-Day_iris_Suzy Brown,1-Day_Color_Sph,51948.0,49208.0,2500.0,94.73,
2022-01-01,C관(2공장),[10] 사출조립,1-Day_iris_Suzy Gray,1-Day_Color_Sph,40609.0,28009.0,12480.0,68.97,
2022-01-01,C관(2공장),[10] 사출조립,BELLA_1-Day_Almond Brown,1-Day_Color_Sph,27664.0,22544.0,5000.0,81.49,
2022-01-01,C관(2공장),[10] 사출조립,BELLA_RADIANT HAZELNUT,1-Day_Color_Sph,27140.0,23180.0,3840.0,85.41,
2022-01-01,C관(2공장),[10] 사출조립,Clear Beige_Eyecloset_1Day_14.5,1-Day_Color_Sph,31408.0,27868.0,3420.0,88.73,
2022-01-01,C관(2공장),[10] 사출조립,PIA_MS1 Dazzle Beige_2T,1-Day_Color_Sph,25625.0,24055.0,1450.0,93.87,
2022-01-01,C관(2공장),[10] 사출조립,Toric_CP-1.75_ALICIA BROWN,1-Day_Color_Toric,19590.0,13390.0,6080.0,68.35,
2022-01-01,C관(2공장),[10] 사출조립,From D_UV_Clear_38% Refrear,1-Day_Sph,120261.0,118481.0,1300.0,98.52,
2022-01-03,A관(1공장),[10] 사출조립,1-day_58_Kontaktni-HA,1-Day_Sph,194510.0,186170.0,7720.0,95.71,
2022-01-03,A관(1공장),[10] 사출조립,From D_UV_Clear_38% Refrear,1-Day_Sph,277920.0,272410.0,4400.0,98.02,
2022-01-03,A관(1공장),[10] 사출조립,Sincere 1Day  UV,1-Day_Sph,41170.0,40590.0,400.0,98.59,
2022-01-03,A관(1공장),[10] 사출조립,(NEW)S43-HD-Dry-14.2,FRP_Sph,16420.0,16340.0,0.0,99.51,
2022-01-03,A관(1공장),[10] 사출조립,Metha_55,FRP_Sph,19280.0,18870.0,330.0,97.87,
2022-01-03,A관(1공장),[10] 사출조립,SP_HD55_8.70,FRP_Sph,25270.0,24920.0,0.0,98.61,
2022-01-03,A관(1공장),[10] 사출조립,T55_소사각,FRP_Toric,6000.0,2920.0,3000.0,48.67,
2022-01-03,A관(1공장),[10] 사출조립,O2O2 M_UV_Spherical,Si_FRP_Sph,13760.0,13680.0,0.0,99.42,
2022-01-03,A관(1공장),[10] 사출조립,O2O2 M_UV_Toric,Si_FRP_Toric,10880.0,9630.0,1020.0,88.51,
2022-01-03,A관(1공장),[20] 분리,From D_UV_Clear_38% Refrear,1-Day_Sph,68318.0,40019.0,28299.0,58.58,
2022-01-03,A관(1공장),[20] 분리,(NEW)S43-HD-Dry-14.2,FRP_Sph,13060.0,11192.0,1868.0,85.7,
2022-01-03,A관(1공장),[20] 분리,Metha,FRP_Sph,26480.0,17169.0,9311.0,64.84,
2022-01-03,A관(1공장),[20] 분리,SP_HD55_소사각,FRP_Sph,13500.0,12381.0,1119.0,91.71,
2022-01-03,A관(1공장),[20] 분리,Sincere_2week UV_Clear,FRP_Sph,16550.0,9095.0,7455.0,54.95,
2022-01-03,A관(1공장),[20] 분리,T55_소사각,FRP_Toric,1760.0,1426.0,334.0,81.02,
2022-01-03,A관(1공장),[20] 분리,O2O2 M_UV_Spherical,Si_FRP_Sph,24230.0,20487.0,3743.0,84.55,
2022-01-03,A관(1공장),[45] 하이드레이션/전면검사,Bella-Elite_14.5_중사각,FRP_Color_Sph,9993.0,9993.0,0.0,100.0,
