CHECK SHEET NO,생산일자,공장,공정코드,신규분류요약,함수율,품목코드,품명,양품수량,불량수량,샘플수량,생산수량,샘플창고수량,샘플제외 양품수량,멸균번호,기계코드,상태,SIZE
A20260117-272,2026-01-21,A관(1공장),[20] 분리,FRP_Sph,55,Q12008.60-04.00,Metha,"2,031",275,,"2,306",0,"2,031",,분리14호기,확인,14.2
A20260106-020,2026-01-16,,[H6] 완제품,RGP_M/F,,H00717.50-03.00+2.50,GP-Multifocal 9.8,1,0,0,1,0,1,,,확인,
A20251204-160,2026-01-27,A관(1공장),[45] 하이드레이션/전면검사,FRP_Sph,55,P1245S8.60-03.00,US55-2(M)_소사각,"1,000",0,0,"1,000",0,"1,000",,워터배스1-5호기,확인,14.2
A20260113-373,2026-01-19,S관(3공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P3081A-05.50,1-day_58_Kontaktni-HA,"2,065",32,0,"2,097",0,"2,065",,B형 분리수화접착4호기,확인,14.2
A20260113-373,2026-01-20,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P3081A-05.50,1-day_58_Kontaktni-HA,"2,010",55,,"2,065",0,"2,010",OG94,A형 인라인2호기,확인,14.2
C20260106-422,2026-01-07,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-01.00SOB,1-Day_iris_SoulBrown,"3,462",485,,"3,947",0,"3,462",,분리26호기,확인,14.2
C20260129-154,2026-01-31,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-01.00SOB,1-Day_iris_SoulBrown,"3,050",583,,"3,633",0,"3,050",,분리32호기,확인,14.2
C20260126-128,2026-01-27,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-01.00SOB,1-Day_iris_SoulBrown,"1,921",193,,"2,114",0,"1,921",,분리30호기,확인,14.2
C20260128-314,2026-01-28,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-01.00SOB,1-Day_iris_SoulBrown,"3,013",671,,"3,684",0,"3,013",,분리31호기,확인,14.2
C20260117-242,2026-01-17,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-01.00SOB,1-Day_iris_SoulBrown,"2,938",562,,"3,500",0,"2,938",,분리26호기,확인,14.2
C20260117-241,2026-01-17,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-01.00SOB,1-Day_iris_SoulBrown,"2,935",599,,"3,534",0,"2,935",,분리26호기,확인,14.2
C20260118-007,2026-01-20,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"1,385",0,0,"1,385",0,"1,385",OG94,누수/규격검사(2공장),확인,14.2
C20260118-007,2026-01-20,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"1,385",10,5,"1,400",0,"1,385",OG94,검사39호기,확인,14.2
C20260118-045,2026-01-19,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"2,940",0,0,"2,940",0,"2,940",OG94,누수/규격검사(2공장),확인,14.2
C20260118-045,2026-01-19,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"2,940",25,5,"2,970",0,"2,940",OG94,검사37호기,확인,14.2
C20260116-250,2026-01-19,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"2,240",5,0,"2,245",0,"2,240",OG94,누수/규격검사(2공장),확인,14.2
C20260116-250,2026-01-17,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"2,290",5,0,"2,295",0,"2,290",,워터배스2-13호기,확인,14.2
C20260116-250,2026-01-19,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"2,245",40,5,"2,290",0,"2,245",OG94,검사37호기,확인,14.2
C20260118-045,2026-01-18,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"2,970",0,0,"2,970",0,"2,970",,워터배스2-8호기,확인,14.2
C20260118-007,2026-01-18,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0007A-04.25RHA2,1-Day_iris_Rhapsody,"1,400",3,0,"1,403",0,"1,400",,워터배스2-13호기,확인,14.2
58HCHTU26011501,2026-01-15,S관(3공장),[00] 배합,,,B0125,58HC-HTU,"2,064",0,,"2,064",0,"2,064",,A형 인라인1호기,확인,
A20260203-481,2026-02-03,A관(1공장),[10] 사출조립,FRP_Sph,55,R12008.60-05.00,Metha_55,"2,220",0,10,"2,230",0,"2,220",55EF-HTU,조립3호기,확인,14.2
ACTI26012101,2026-01-21,,[00] 배합,,,BC1472,ACTIVE,443,0,,443,0,443,,,확인,
ACTI26011202,2026-01-12,,[00] 배합,,,BC1472,ACTIVE,443,0,,443,0,443,,,확인,
ACTI26011301,2026-01-13,,[00] 배합,,,BC1472,ACTIVE,443,0,,443,0,443,,,확인,
ACTI26011501,2026-01-15,,[00] 배합,,,BC1472,ACTIVE,443,0,,443,0,443,,,확인,
C20260117-217,2026-01-18,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0007A-05.00RHA2,1-Day_iris_Rhapsody,"3,325",5,0,"3,330",0,"3,325",OG94,누수/규격검사(2공장),확인,14.2
C20260117-217,2026-01-18,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0007A-05.00RHA2,1-Day_iris_Rhapsody,"3,330",5,5,"3,340",0,"3,330",OG94,검사36호기,확인,14.2
C20251227-137,2026-01-05,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0007A-05.00RHA2,1-Day_iris_Rhapsody,"3,305",2,0,"3,307",0,"3,305",,워터배스2-1호기,확인,14.2
C20260117-217,2026-01-18,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0007A-05.00RHA2,1-Day_iris_Rhapsody,"3,340",4,0,"3,344",0,"3,340",,워터배스2-4호기,확인,14.2
C20251227-137,2026-01-05,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0007A-05.00RHA2,1-Day_iris_Rhapsody,"3,270",5,0,"3,275",0,"3,270",OG93,누수/규격검사(2공장),확인,14.2
C20260114-474,2026-01-16,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0007A-01.00RHA2,1-Day_iris_Rhapsody,"2,890",20,5,"2,915",0,"2,890",OG94,검사40호기,확인,14.2
C20260114-474,2026-01-16,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0007A-01.00RHA2,1-Day_iris_Rhapsody,"2,880",10,0,"2,890",0,"2,880",OG94,누수/규격검사(2공장),확인,14.2
C20260114-474,2026-01-16,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0007A-01.00RHA2,1-Day_iris_Rhapsody,"2,915",1,0,"2,916",0,"2,915",,워터배스2-10호기,확인,14.2
C20260116-402,2026-01-18,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0007A-01.00RHA2,1-Day_iris_Rhapsody,"2,460",4,0,"2,464",0,"2,460",,워터배스2-11호기,확인,14.2
A20260111-432,2026-01-18,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,305",61,,"2,366",0,"2,305",OG94,A형 인라인6호기,확인,14.2
a20260115-363,2026-01-18,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,370",42,,"2,412",0,"2,370",OG94,A형 인라인2호기,확인,14.2
A20260115-363,2026-01-18,S관(3공장),[80] 누수/규격검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,370",0,0,"2,370",0,"2,370",OG94,누수/규격검사(3공장),확인,14.2
A20260115-366,2026-01-21,S관(3공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,712",7,0,"2,719",0,"2,712",,B형 분리수화접착2호기,확인,14.2
A20260115-366,2026-01-22,S관(3공장),[80] 누수/규격검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,565",10,0,"2,575",0,"2,565",OG94,누수/규격검사(3공장),확인,14.2
A20260115-366,2026-01-21,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,575",132,5,"2,712",0,"2,575",OG94,A형 인라인6호기,확인,14.2
A20251208-525-A,2026-01-23,S관(3공장),[80] 누수/규격검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,065",20,0,"2,085",0,"2,065",OG94,누수/규격검사(3공장),확인,14.2
a20251208-525-a,2026-01-23,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,085",73,,"2,158",0,"2,085",OG94,A형 인라인5호기,확인,14.2
A20251208-525-A,2026-01-23,,[27] 재작업,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,158",0,0,"2,158",0,"2,158",,,확인,14.2
A20260111-123,2026-01-19,S관(3공장),[55] 접착/ 멸균,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,285",114,0,"2,399",0,"2,285",OG94,A형 인라인6호기,확인,14.2
A20260111-432,2026-01-19,S관(3공장),[80] 누수/규격검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,305",0,0,"2,305",0,"2,305",OG94,누수/규격검사(3공장),확인,14.2
A20260111-123,2026-01-20,S관(3공장),[80] 누수/규격검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,240",45,0,"2,285",0,"2,240",OG94,누수/규격검사(3공장),확인,14.2
A20260115-363,2026-01-17,S관(3공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,412",10,0,"2,422",0,"2,412",,B형 분리수화접착5호기,확인,14.2
A20260111-123,2026-01-18,S관(3공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,399",0,0,"2,399",0,"2,399",,B형 분리수화접착4호기,확인,14.2
A20260111-432,2026-01-16,S관(3공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P3081A-03.50,1-day_58_Kontaktni-HA,"2,366",2,0,"2,368",0,"2,366",,B형 분리수화접착5호기,확인,14.2
C20260109-402,2026-01-12,C관(2공장),[80] 누수/규격검사,1-Day_Color_Toric,55,P1066A-02.25-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"3,205",10,0,"3,215",0,"3,205",OG94,누수/규격검사(2공장),확인,14.2
C20260109-402,2026-01-11,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Toric,55,P1066A-02.25-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"3,250",0,0,"3,250",0,"3,250",,워터배스2-8호기,확인,14.2
C20260109-402,2026-01-12,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Toric,55,P1066A-02.25-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"3,215",30,5,"3,250",0,"3,215",OG94,검사34호기,확인,14.2
A20260106-359,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,55,P0009A-02.50,Metha_Daily,"2,150",4,0,"2,154",0,"2,150",,워터배스2-14호기,확인,14.2
A20260106-359,2026-01-08,C관(2공장),[80] 누수/규격검사,1-Day_Sph,55,P0009A-02.50,Metha_Daily,"2,110",0,0,"2,110",0,"2,110",OG93,누수/규격검사(2공장),확인,14.2
A20260106-359,2026-01-08,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,55,P0009A-02.50,Metha_Daily,"2,110",35,5,"2,150",0,"2,110",OG93,검사41호기,확인,14.2
45KCSCU26011601,2026-01-16,S관(3공장),[00] 배합,,,B126,45KC-SCU,"3,959.87",0,,"3,959.87",0,"3,959.87",,B형 조립중합5호기,확인,
45KCSCU26013001,2026-01-30,S관(3공장),[00] 배합,,,B126,45KC-SCU,"4,949.96",0,,"4,949.96",0,"4,949.96",,B형 조립중합1호기,확인,
*,2026-01-23,,[27] 재작업,1-Day_Color_Sph,55,P3076A-02.00BLM,1-Day_iris_Blue Moon,20,0,0,20,0,20,,,확인,14.2
*,2026-01-23,,[27] 재작업,1-Day_Color_Sph,55,P3076A-02.00BLM,1-Day_iris_Blue Moon,35,0,0,35,0,35,,,확인,14.2
C20260120-020,2026-01-19,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R3075-01.50BRW,1-Day_iris_Suzy Brown,"2,655","1,007",10,"3,672",0,"2,655",55GD-HCU,조립17호기,확인,14.2
C20260202-148,2026-02-01,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R3075-01.50BRW,1-Day_iris_Suzy Brown,"1,923",0,10,"1,933",0,"1,923",55GD-HCU,조립16호기,확인,14.2
LSON26011401,2026-01-14,,[00] 배합,,,BC3037,LSONYX,833,0,,833,0,833,,,확인,
LSON26012301,2026-01-23,,[00] 배합,,,BC3037,LSONYX,"1,666.37",0,,"1,666.37",0,"1,666.37",,,확인,
C20260111-213,2026-01-11,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"3,316",0,10,"3,326",0,"3,316",55GD-HCU,조립44호기,확인,14.2
C20260114-229,2026-01-14,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"3,649",1,10,"3,660",0,"3,649",55GD-HCU,조립44호기,확인,14.2
C20260113-397,2026-01-13,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"3,617",3,10,"3,630",0,"3,617",55GD-HCU,조립44호기,확인,14.2
C20260105-047,2026-01-05,C관(2공장),[10] 사출조립,1-Day_Color_Toric,55,R1066-02.50-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"1,779",2,10,"1,791",0,"1,779",255GD-HCU,조립23호기,확인,14.2
C20251227-325,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Toric,55,P1066A-03.75-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"2,300",20,5,"2,325",0,"2,300",OG93,검사34호기,확인,14.2
C20251227-325,2026-01-09,C관(2공장),[80] 누수/규격검사,1-Day_Color_Toric,55,P1066A-03.75-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"2,295",5,0,"2,300",0,"2,295",OG93,누수/규격검사(2공장),확인,14.2
C20260204-053,2026-02-04,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0007-05.75RHA2,1-Day_iris_Rhapsody,"3,194",350,,"3,544",0,"3,194",,분리15호기,확인,14.2
C20260202-356,2026-02-03,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0007-05.75RHA2,1-Day_iris_Rhapsody,"3,020",435,0,"3,455",0,"3,020",,분리21호기,확인,14.2
C20260203-155,2026-02-03,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0007-05.75RHA2,1-Day_iris_Rhapsody,"3,033",472,,"3,505",0,"3,033",,분리21호기,확인,14.2
C20251228-077,2026-01-23,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Toric,55,P1066A-03.75-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,790,0,0,790,0,790,,워터배스2-5호기,확인,14.2
C20251228-077,2026-01-24,C관(2공장),[80] 누수/규격검사,1-Day_Color_Toric,55,P1066A-03.75-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,755,0,0,755,0,755,OG94,누수/규격검사(2공장),확인,14.2
C20251228-077,2026-01-24,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Toric,55,P1066A-03.75-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,755,30,5,790,0,755,OG94,검사34호기,확인,14.2
C20251227-325,2026-01-08,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Toric,55,P1066A-03.75-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"2,325",2,0,"2,327",0,"2,325",,워터배스2-13호기,확인,14.2
C20260121-458,2026-01-23,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0008A-03.75LAT2,1-Day_iris_Latin,"3,025",25,5,"3,055",0,"3,025",OG94,검사42호기,확인,14.2
C20260121-458,2026-01-23,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0008A-03.75LAT2,1-Day_iris_Latin,"3,025",0,0,"3,025",0,"3,025",OG94,누수/규격검사(2공장),확인,14.2
C20260121-458,2026-01-23,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0008A-03.75LAT2,1-Day_iris_Latin,"3,055",3,0,"3,058",0,"3,055",,워터배스2-10호기,확인,14.2
A20260122-363,2026-01-30,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0018A-05.00,1-Day_Contakt(유효기간_8년),"2,335",1,0,"2,336",0,"2,335",,워터배스2-3호기,확인,14.2
A20260122-363,2026-01-30,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0018A-05.00,1-Day_Contakt(유효기간_8년),"2,280",50,5,"2,335",0,"2,280",OG95,검사42호기,확인,14.2
A20260122-363,2026-01-31,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0018A-05.00,1-Day_Contakt(유효기간_8년),"2,280",0,0,"2,280",0,"2,280",OG95,누수/규격검사(2공장),확인,14.2
C20260123-530,2026-01-23,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2027-00.00AMB,BELLA_1-Day_Almond Brown,"3,039",12,10,"3,061",0,"3,039",55GD-HCU,조립52호기,확인,14.2
C20260126-499,2026-01-26,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2027-00.00AMB,BELLA_1-Day_Almond Brown,"1,336",402,10,"1,748",0,"1,336",55GD-HCU,조립52호기,확인,14.2
C20260126-502,2026-01-26,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2027-00.00AMB,BELLA_1-Day_Almond Brown,"1,802",22,10,"1,834",0,"1,802",55GD-HCU,조립52호기,확인,14.2
C20260124-436,2026-01-24,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2027-00.00AMB,BELLA_1-Day_Almond Brown,702,745,10,"1,457",0,702,55GD-HCU,조립52호기,확인,14.2
C20260127-335,2026-01-27,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2027-00.00AMB,BELLA_1-Day_Almond Brown,"1,634","1,001",10,"2,645",0,"1,634",55GD-HCU,조립52호기,확인,14.2
C20260127-330,2026-01-27,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2027-00.00AMB,BELLA_1-Day_Almond Brown,"2,424",222,10,"2,656",0,"2,424",55GD-HCU,조립52호기,확인,14.2
C20260125-293,2026-01-25,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R2027-00.00AMB,BELLA_1-Day_Almond Brown,"1,235",511,10,"1,756",0,"1,235",55GD-HCU,조립52호기,확인,14.2
A20260110-089,2026-01-21,C관(2공장),[80] 누수/규격검사,1-Day_Sph,58,P0018A-01.00,1-Day_Contakt(유효기간_8년),"1,705",5,0,"1,710",0,"1,705",OG94,누수/규격검사(2공장),확인,14.2
A20260110-089,2026-01-20,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Sph,58,P0018A-01.00,1-Day_Contakt(유효기간_8년),"1,780",4,0,"1,784",0,"1,780",,워터배스2-2호기,확인,14.2
A20260110-089,2026-01-20,C관(2공장),[55] 접착/ 멸균,1-Day_Sph,58,P0018A-01.00,1-Day_Contakt(유효기간_8년),"1,710",65,5,"1,780",0,"1,710",OG94,검사41호기,확인,14.2
C20260131-228,2026-01-31,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-05.00SOB,1-Day_iris_SoulBrown,"2,321",352,,"2,673",0,"2,321",,분리34호기,확인,14.2
C20260126-439,2026-01-28,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-05.00SOB,1-Day_iris_SoulBrown,"3,507",389,,"3,896",0,"3,507",,분리34호기,확인,14.2
C20260201-200,2026-02-02,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-05.00SOB,1-Day_iris_SoulBrown,"2,307",376,,"2,683",0,"2,307",,분리17호기,확인,14.2
C20260127-228,2026-01-28,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-05.00SOB,1-Day_iris_SoulBrown,"2,701",525,,"3,226",0,"2,701",,분리27호기,확인,14.2
C20260123-389,2026-01-23,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-05.00SOB,1-Day_iris_SoulBrown,"2,384",180,,"2,564",0,"2,384",,분리33호기,확인,14.2
C20260115-100,2026-01-15,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-05.00SOB,1-Day_iris_SoulBrown,971,101,,"1,072",0,971,,분리16호기,확인,14.2
C20260108-068,2026-01-08,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-05.00SOB,1-Day_iris_SoulBrown,"3,470",333,,"3,803",0,"3,470",,분리30호기,확인,14.2
C20260106-021,2026-01-06,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0010-05.00SOB,1-Day_iris_SoulBrown,"2,980",411,,"3,391",0,"2,980",,분리15호기,확인,14.2
C20260106-305,2026-01-09,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,p0010A-06.50SOB,1-Day_iris_SoulBrown,"1,395",10,,"1,405",0,"1,395",OG93,검사44호기,확인,14.2
C20260201-437,2026-02-04,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,p0010A-06.50SOB,1-Day_iris_SoulBrown,"3,305",50,0,"3,355",0,"3,305",OG95,누수/규격검사(2공장),확인,14.2
C20260203-165,2026-02-05,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,p0010A-06.50SOB,1-Day_iris_SoulBrown,"2,500",6,0,"2,506",0,"2,500",,워터배스2-14호기,확인,14.2
C20260201-437,2026-02-04,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,p0010A-06.50SOB,1-Day_iris_SoulBrown,"3,355",55,5,"3,415",0,"3,355",OG95,검사40호기,확인,14.2
LSON26012701,2026-01-27,,[00] 배합,,,BC3037,LSONYX,208.34,0,,208.34,0,208.34,,,확인,
LSON26012201,2026-01-22,,[00] 배합,,,BC3037,LSONYX,833.21,0,,833.21,0,833.21,,,확인,
C20260108-327,2026-01-09,C관(2공장),[20] 분리,1-Day_Color_Toric,55,Q1066-04.25-1.25180CFJ3,PIA D Toric_CP-1.25 Coffee Jelly_55% UV,"3,496",300,,"3,796",0,"3,496",,분리37호기,확인,14.2
C20260112-540,2026-01-12,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"3,768",8,10,"3,786",0,"3,768",55GD-HCU,조립44호기,확인,14.2
A20260126-328,2026-01-26,A관(1공장),[10] 사출조립,FRP_Sph,38,R1300-03.25,(UV_NEW)CS30_8.60,"1,936",0,10,"1,946",0,"1,936",38DC-HTU,조립1호기,확인,14.2
A20260119-449,2026-01-19,A관(1공장),[10] 사출조립,FRP_Sph,38,R1300-03.25,(UV_NEW)CS30_8.60,"1,241",0,10,"1,251",0,"1,241",38DC-HTU,조립1호기,확인,14.2
C20260116-170,2026-01-16,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"3,792",1,10,"3,803",0,"3,792",55GD-HCU,조립44호기,확인,14.2
C20260116-171,2026-01-16,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"3,745",1,10,"3,756",0,"3,745",55GD-HCU,조립44호기,확인,14.2
C20260114-594,2026-01-14,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"3,214",1,10,"3,225",0,"3,214",55GD-HCU,조립44호기,확인,14.2
C20260114-597,2026-01-14,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"3,218",1,10,"3,229",0,"3,218",55GD-HCU,조립44호기,확인,14.2
C20260109-181,2026-01-09,C관(2공장),[10] 사출조립,1-Day_Color_Sph,55,R0011-05.00JAZ,1-Day_iris_JazzBlack,"2,536",1,10,"2,547",0,"2,536",55GD-HCU,조립44호기,확인,14.2
C20260108-443,2026-01-08,C관(2공장),[10] 사출조립,1-Day_Color_Toric,55,R1066-02.50-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"1,808",557,10,"2,375",0,"1,808",55GD-HCU,조립26호기,확인,14.2
A20260116-112-L1,2026-01-21,A관(1공장),[55] 접착/ 멸균,FRP_Sph,55,P1206S8.60-12.00,S55_소사각,706,35,0,741,0,706,OG94,검사17호기,확인,14.2
A20260116-112-L1,2026-01-23,A관(1공장),[80] 누수/규격검사,FRP_Sph,55,P1206S8.60-12.00,S55_소사각,627,79,0,706,0,627,OG94,누수/규격검사(1공장),확인,14.2
A20260116-112-L1,2026-01-21,A관(1공장),[45] 하이드레이션/전면검사,FRP_Sph,55,P1206S8.60-12.00,S55_소사각,741,0,0,741,0,741,,워터배스1-4호기,확인,14.2
C20260201-131,2026-02-02,C관(2공장),[20] 분리,1-Day_Color_Sph,55,Q0007-05.75RHA2,1-Day_iris_Rhapsody,"3,150",477,,"3,627",0,"3,150",,분리21호기,확인,14.2
C20260120-399,2026-01-21,C관(2공장),[45] 하이드레이션/전면검사,1-Day_Color_Sph,55,P0008A-03.75LAT2,1-Day_iris_Latin,"2,865",4,0,"2,869",0,"2,865",,워터배스2-10호기,확인,14.2
C20260120-394,2026-01-22,C관(2공장),[55] 접착/ 멸균,1-Day_Color_Sph,55,P0008A-03.75LAT2,1-Day_iris_Latin,"3,115",40,5,"3,160",0,"3,115",OG94,검사39호기,확인,14.2
C20260120-399,2026-01-22,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0008A-03.75LAT2,1-Day_iris_Latin,"2,810",35,0,"2,845",0,"2,810",OG94,누수/규격검사(2공장),확인,14.2
C20260120-394,2026-01-22,C관(2공장),[80] 누수/규격검사,1-Day_Color_Sph,55,P0008A-03.75LAT2,1-Day_iris_Latin,"3,115",0,0,"3,115",0,"3,115",OG94,누수/규격검사(2공장),확인,14.2
C20260118-417,2026-01-18,C관(2공장),[20] 분리,1-Day_Color_Toric,55,Q1066-09.00-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,552,280,,832,0,552,,분리37호기,확인,14.2
C20260123-155,2026-01-24,C관(2공장),[20] 분리,1-Day_Color_Toric,55,Q1066-09.00-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,825,386,,"1,211",0,825,,분리36호기,확인,14.2
C20260120-161,2026-01-21,C관(2공장),[20] 분리,1-Day_Color_Toric,55,Q1066-09.00-0.75180CFJ3,PIA D Toric_CP-0.75 Coffee Jelly_55% UV,"1,069",358,,"1,427",0,"1,069",,분리35호기,확인,14.2
